ReviewId,SentenceId,Sentence,TargetWordList,OpinionCategoryList,OpinionSubcategoryList,OpinionPolarityList
en_SchoonerOrLater_477965849,en_SchoonerOrLater_477965849:6,They are not greasy or anything.,['NULL'],['FOOD'],['QUALITY'],['positive']
en_PagodaRestaurant_478006817,en_PagodaRestaurant_478006817:0,Overrated,['NULL'],['RESTAURANT'],['GENERAL'],['negative']
en_PagodaRestaurant_478006817,en_PagodaRestaurant_478006817:1,– I was highly disappointed in the food at Pagoda.,['food'],['FOOD'],['QUALITY'],['negative']
en_PagodaRestaurant_478006817,en_PagodaRestaurant_478006817:2,"The lemon chicken tasted like sticky sweet donuts and the honey walnut prawns, the few they actually give you.....were not good.","['lemon chicken', 'honey walnut prawns', 'honey walnut prawns']","['FOOD', 'FOOD', 'FOOD']","['QUALITY', 'QUALITY', 'STYLE_OPTIONS']","['negative', 'negative', 'negative']"
en_PagodaRestaurant_478006817,en_PagodaRestaurant_478006817:3,"The prices are outrageous, especially since the food was actually less satisfying than most neighborhood Chinese establishments.",[],[],[],[]
en_PagodaRestaurant_478006817,en_PagodaRestaurant_478006817:4,"Nice ambience, but highly overrated place.","['ambience', 'place']","['AMBIENCE', 'RESTAURANT']","['GENERAL', 'GENERAL']","['positive', 'negative']"
en_PagodaRestaurant_478006817,en_PagodaRestaurant_478006817:5,I will not go back.,['NULL'],['RESTAURANT'],['GENERAL'],['negative']
en_ParkChaletGardenRestaurant_477778282,en_ParkChaletGardenRestaurant_477778282:0,Worst Service I Ever Had,['Service'],['SERVICE'],['GENERAL'],['positive']
en_ParkChaletGardenRestaurant_477778282,en_ParkChaletGardenRestaurant_477778282:1,– A group of 5 of us went there for Sunday brunch and sat outside.,[],[],[],[]
en_ParkChaletGardenRestaurant_477778282,en_ParkChaletGardenRestaurant_477778282:2,Everyone that sat in the back outside agreed that it was the worst service we had ever received.,['service'],['SERVICE'],['GENERAL'],['negative']
en_ParkChaletGardenRestaurant_477778282,en_ParkChaletGardenRestaurant_477778282:3,"Our waiter was non-existent and after our food finally arrived over an hour after we ordered, we were not given any water or utensils.",['waiter'],['SERVICE'],['GENERAL'],['negative']
en_ParkChaletGardenRestaurant_477778282,en_ParkChaletGardenRestaurant_477778282:4,"I complained to the manager, but he was not even apologetic.",['manager'],['SERVICE'],['GENERAL'],['negative']
en_ParkChaletGardenRestaurant_477778282,en_ParkChaletGardenRestaurant_477778282:5,I will never return again.,['NULL'],['RESTAURANT'],['GENERAL'],['negative']
en_MiopostoCaffe_478543071,en_MiopostoCaffe_478543071:0,Fabulous Italian Food!,['Italian Food'],['FOOD'],['QUALITY'],['positive']
en_MiopostoCaffe_478543071,en_MiopostoCaffe_478543071:1,– I highly recommend Mioposto.,['Mioposto'],['RESTAURANT'],['GENERAL'],['positive']
en_MiopostoCaffe_478543071,en_MiopostoCaffe_478543071:2,I am so happy to have a wonderful Italian restaurant in my neighborhood.,['Italian restaurant'],['RESTAURANT'],['GENERAL'],['positive']
en_MiopostoCaffe_478543071,en_MiopostoCaffe_478543071:3,The wine list is wonderful and the food reminds me of my recent trip to Italy.,"['wine list', 'food']","['DRINKS', 'FOOD']","['STYLE_OPTIONS', 'QUALITY']","['positive', 'positive']"
en_Murphy's_478075040,en_Murphy's_478075040:0,I love this restaurant,['restaurant'],['RESTAURANT'],['GENERAL'],['positive']
en_Murphy's_478075040,en_Murphy's_478075040:1,"– I will never forget the amazing meal, service, and ambiance I experience at this restaurant.","['meal', 'service', 'ambiance']","['FOOD', 'SERVICE', 'AMBIENCE']","['QUALITY', 'GENERAL', 'GENERAL']","['positive', 'positive', 'positive']"
en_Murphy's_478075040,en_Murphy's_478075040:2,It was absolutely amazing.,['NULL'],['RESTAURANT'],['GENERAL'],['positive']
en_Murphy's_478075040,en_Murphy's_478075040:3,"The wine list is incredible and extensive and diverse, the food is all incredible and the staff was all very nice, good at their jobs and cultured.","['wine list', 'food', 'staff']","['DRINKS', 'FOOD', 'SERVICE']","['STYLE_OPTIONS', 'QUALITY', 'GENERAL']","['positive', 'positive', 'positive']"
en_Murphy's_478075040,en_Murphy's_478075040:4,I have not a bad thing to say about this place.,['place'],['RESTAURANT'],['GENERAL'],['positive']
en_Murphy's_478075040,en_Murphy's_478075040:5,AMAZING.,['NULL'],['RESTAURANT'],['GENERAL'],['positive']
en_Murphy's_478075040,en_Murphy's_478075040:6,I cannot wait to go back again this coming weekend!,['NULL'],['RESTAURANT'],['GENERAL'],['positive']
en_OpenSesame_477970939,en_OpenSesame_477970939:0,Mmm... good!,['NULL'],['RESTAURANT'],['GENERAL'],['positive']
en_OpenSesame_477970939,en_OpenSesame_477970939:1,– Went there last night with a friend.,[],[],[],[]
en_OpenSesame_477970939,en_OpenSesame_477970939:2,She had heard from a co-worker about this place.,[],[],[],[]
en_OpenSesame_477970939,en_OpenSesame_477970939:3,The food was great!,['food'],['FOOD'],['QUALITY'],['positive']
en_OpenSesame_477970939,en_OpenSesame_477970939:4,"It's *very* reasonably priced, esp for the quality of the food.","['food', 'food']","['FOOD', 'FOOD']","['PRICES', 'QUALITY']","['positive', 'positive']"
en_OpenSesame_477970939,en_OpenSesame_477970939:5,I had the Kafta plate and it was perfect.,['Kafta plate'],['FOOD'],['QUALITY'],['positive']
en_OpenSesame_477970939,en_OpenSesame_477970939:6,We're going back. :D,['NULL'],['RESTAURANT'],['GENERAL'],['positive']
en_Sage_480875505,en_Sage_480875505:0,Finally a meal that you will remember for a long time!,['meal'],['FOOD'],['QUALITY'],['positive']
en_Sage_480875505,en_Sage_480875505:1,"– In a age of incremental cost cutting in restaurants, its nice to see a place that bucks that trend, and just plain delivers high quality food and good service, period.","['food', 'service']","['FOOD', 'SERVICE']","['QUALITY', 'GENERAL']","['positive', 'positive']"
en_Sage_480875505,en_Sage_480875505:2,This is the place to relax and enjoy the finest quality food the industry can offer.,"['place', 'food']","['AMBIENCE', 'FOOD']","['GENERAL', 'QUALITY']","['positive', 'positive']"
en_Sage_480875505,en_Sage_480875505:3,Caution - its real food for people who love the best.,['food'],['FOOD'],['QUALITY'],['positive']
en_Sage_480875505,en_Sage_480875505:4,Some of the food is clearly oriented toward foodies (like me) so if your not a foodie (nothing wrong with that)- head over to McDonalds or some Ruby Tuesday and have at it!,[],[],[],[]
en_Sage_480875505,en_Sage_480875505:5,"If your looking for real quality  (not the BS that is seen on yelp ratings - which allegedly recently got in trouble for ""adjusting"" ratings), you need to get in here!",[],[],[],[]
en_BlueRibbonSushi_478218900,en_BlueRibbonSushi_478218900:0,Very Disappointing,['NULL'],['RESTAURANT'],['GENERAL'],['negative']
en_BlueRibbonSushi_478218900,en_BlueRibbonSushi_478218900:1,– I took my parents here for their anniversary-very very disappointed!!!,['NULL'],['RESTAURANT'],['GENERAL'],['negative']
en_BlueRibbonSushi_478218900,en_BlueRibbonSushi_478218900:2,I liked the atmosphere very much but the food was not worth the price.,"['atmosphere', 'food', 'food']","['AMBIENCE', 'FOOD', 'FOOD']","['GENERAL', 'QUALITY', 'PRICES']","['positive', 'negative', 'negative']"
en_BlueRibbonSushi_478218900,en_BlueRibbonSushi_478218900:3,I may not be a sushi guru but I can tell you that the food here is just okay and that there is not much else to it.,['food'],['FOOD'],['QUALITY'],['negative']
en_BlueRibbonSushi_478218900,en_BlueRibbonSushi_478218900:4,"Rice is too dry, tuna wasn't so fresh either.","['Rice', 'tuna']","['FOOD', 'FOOD']","['QUALITY', 'QUALITY']","['negative', 'negative']"
en_BlueRibbonSushi_478218900,en_BlueRibbonSushi_478218900:5,Nothing really came across as outstanding.,['NULL'],['FOOD'],['QUALITY'],['negative']
en_BlueRibbonSushi_478218900,en_BlueRibbonSushi_478218900:6,Very disappointed.,['NULL'],['RESTAURANT'],['GENERAL'],['negative']
en_BlueRibbonSushi_478219453,en_BlueRibbonSushi_478219453:0,I have eaten here three times and have found the quality and variety of the fish to be excellent.,"['fish', 'fish']","['FOOD', 'FOOD']","['QUALITY', 'STYLE_OPTIONS']","['positive', 'positive']"
en_BlueRibbonSushi_478219453,en_BlueRibbonSushi_478219453:1,"However, the value and service are both severely lacking.","['service', 'NULL']","['SERVICE', 'RESTAURANT']","['GENERAL', 'PRICES']","['negative', 'negative']"
en_BlueRibbonSushi_478219453,en_BlueRibbonSushi_478219453:2,"Portions contain less fish than one would expect, particularly since prices are in line with the best sushi places in NYC (Masa excluded, of course).",[],[],[],[]
en_BlueRibbonSushi_478219453,en_BlueRibbonSushi_478219453:3,"Furthermore, while the fish is unquestionably fresh, rolls tend to be inexplicably bland.","['fish', 'rolls']","['FOOD', 'FOOD']","['QUALITY', 'QUALITY']","['positive', 'negative']"
en_BlueRibbonSushi_478219453,en_BlueRibbonSushi_478219453:4,The service ranges from mediocre to offensive.,['service'],['SERVICE'],['GENERAL'],['negative']
en_BlueRibbonSushi_478219453,en_BlueRibbonSushi_478219453:5,"On a recent trip, our waiter was extremely dismissive, while no less than three staff members waited hand-and-foot on a pair of Japanese girls seated nearby.","['waiter', 'staff members']","['SERVICE', 'SERVICE']","['GENERAL', 'GENERAL']","['negative', 'negative']"
en_BlueRibbonSushi_478219453,en_BlueRibbonSushi_478219453:6,We were then charged for their most expensive sake ($20+ per serving) when we in fact drank a sake of less than half that price.,['NULL'],['SERVICE'],['GENERAL'],['negative']
en_BlueRibbonSushi_478219453,en_BlueRibbonSushi_478219453:7,But Im sure this was just an honest mistake...,[],[],[],[]
en_BlueRibbonSushi_479929856,en_BlueRibbonSushi_479929856:0,Freshest sushi  – I love this restaurant.,"['sushi', 'restaurant']","['FOOD', 'RESTAURANT']","['QUALITY', 'GENERAL']","['positive', 'positive']"
en_BlueRibbonSushi_479929856,en_BlueRibbonSushi_479929856:1,They pay such detail to everything from miso soup to complex rolls.,"['miso soup', 'rolls']","['FOOD', 'FOOD']","['QUALITY', 'QUALITY']","['positive', 'positive']"
en_BlueRibbonSushi_479929856,en_BlueRibbonSushi_479929856:2,The sashimi was the freshest and most tender I have ever tasted.,['sashimi'],['FOOD'],['QUALITY'],['positive']
en_BlueRibbonSushi_479929856,en_BlueRibbonSushi_479929856:3,Their apps are all delicious.,['apps'],['FOOD'],['QUALITY'],['positive']
en_BlueRibbonSushi_479929856,en_BlueRibbonSushi_479929856:4,The only drawback is that this place is really expensive and the portions are on the small side.,"['place', 'portions']","['RESTAURANT', 'FOOD']","['PRICES', 'STYLE_OPTIONS']","['negative', 'negative']"
en_BlueRibbonSushi_479929856,en_BlueRibbonSushi_479929856:5,"But the space is small and lovely, and the service is helpful.","['space', 'service']","['AMBIENCE', 'SERVICE']","['GENERAL', 'GENERAL']","['positive', 'positive']"
en_BlueRibbonSushi_479929856,en_BlueRibbonSushi_479929856:6,You are bound to have a very charming time.,['NULL'],['RESTAURANT'],['GENERAL'],['positive']
en_BlueRibbonSushi_478218901,en_BlueRibbonSushi_478218901:0,Not recommanded!!!,['NULL'],['RESTAURANT'],['GENERAL'],['negative']
en_BlueRibbonSushi_478218901,en_BlueRibbonSushi_478218901:1,– The food was not great & the waiters were rude.,"['food', 'waiters']","['FOOD', 'SERVICE']","['QUALITY', 'GENERAL']","['negative', 'negative']"
en_BlueRibbonSushi_478218901,en_BlueRibbonSushi_478218901:2,It is not worth going at all and spend your money there!!!,['NULL'],['RESTAURANT'],['GENERAL'],['negative']
en_MercedesRestaurant_478010605,en_MercedesRestaurant_478010605:0,great service,['service'],['SERVICE'],['GENERAL'],['positive']
en_MercedesRestaurant_478010605,en_MercedesRestaurant_478010605:1,– Pretty cheap for sit down Mexican AND downtown.,"['NULL', 'NULL']","['RESTAURANT', 'LOCATION']","['PRICES', 'GENERAL']","['positive', 'positive']"
en_MercedesRestaurant_478010605,en_MercedesRestaurant_478010605:2,my service was stellar!,['service'],['SERVICE'],['GENERAL'],['positive']
en_MercedesRestaurant_478010605,en_MercedesRestaurant_478010605:3,the bus boy even spotted that my table was shaking a stabilized it for me.,['bus boy'],['SERVICE'],['GENERAL'],['positive']
en_MercedesRestaurant_478010605,en_MercedesRestaurant_478010605:4,"food was fine, with a some little-tastier-than-normal salsa.","['food', 'salsa']","['FOOD', 'FOOD']","['QUALITY', 'QUALITY']","['positive', 'positive']"
en_MercedesRestaurant_478010605,en_MercedesRestaurant_478010605:5,If you're in the area you shouldn't be disappointed.,['NULL'],['RESTAURANT'],['GENERAL'],['positive']
en_MercedesRestaurant_480852899,en_MercedesRestaurant_480852899:0,Ok.... – Maybe I went in on someone's bad day....,['NULL'],['RESTAURANT'],['GENERAL'],['negative']
en_MercedesRestaurant_480852899,en_MercedesRestaurant_480852899:1,"the food was great, the margaritas too but the waitress was too busy being nice to her other larger party than to take better care of my friend and me.","['food', 'margaritas', 'waitress']","['FOOD', 'DRINKS', 'SERVICE']","['QUALITY', 'QUALITY', 'GENERAL']","['positive', 'positive', 'negative']"
en_MercedesRestaurant_480852899,en_MercedesRestaurant_480852899:2,"Took forever to get our order taken, water refills were too much to ask for and the only time she was fast was when we asked for our bill when we could get her attention.",['NULL'],['SERVICE'],['GENERAL'],['negative']
en_MercedesRestaurant_480852899,en_MercedesRestaurant_480852899:3,I don't know if I'll be back....,['NULL'],['RESTAURANT'],['GENERAL'],['negative']
en_Patsy'sPizzeria_478231878,en_Patsy'sPizzeria_478231878:0,Mama Mia – I live in the neighborhood and feel lucky to live by such a great pizza place.,['pizza place'],['RESTAURANT'],['GENERAL'],['positive']
en_Patsy'sPizzeria_478231878,en_Patsy'sPizzeria_478231878:1,"the only problem is you really have to warm up the pizza before it's edible, even when you order ahead.",['pizza'],['FOOD'],['QUALITY'],['negative']
en_Patsy'sPizzeria_478231878,en_Patsy'sPizzeria_478231878:2,"BUt once done, it's not too much dough, not too much cheese, not too much sauce.",['NULL'],['FOOD'],['QUALITY'],['positive']
en_BlueRibbonSushi_478218519,en_BlueRibbonSushi_478218519:0,Best Sushi in town.,['Sushi'],['FOOD'],['QUALITY'],['positive']
en_BlueRibbonSushi_478218519,en_BlueRibbonSushi_478218519:1,Have gone to all the top places.,[],[],[],[]
en_BlueRibbonSushi_478218519,en_BlueRibbonSushi_478218519:2,"Everything you want and more, very fresh.","['NULL', 'NULL']","['FOOD', 'FOOD']","['QUALITY', 'STYLE_OPTIONS']","['positive', 'positive']"
en_BlueRibbonSushi_478218519,en_BlueRibbonSushi_478218519:3,"Its worth the wait, especially since they'll give you a call when the table is ready.","['NULL', 'NULL']","['RESTAURANT', 'SERVICE']","['GENERAL', 'GENERAL']","['positive', 'positive']"
en_Ray'sBoathouse_477775919,en_Ray'sBoathouse_477775919:0,The best calamari in Seattle!,['calamari'],['FOOD'],['QUALITY'],['positive']
en_Ray'sBoathouse_477775919,en_Ray'sBoathouse_477775919:1,– ...and the best summertime deck experience--they will even bring you a blanket if you get cold in the Seattle evening weather.,"['deck', 'NULL']","['AMBIENCE', 'SERVICE']","['GENERAL', 'GENERAL']","['positive', 'positive']"
en_Ray'sBoathouse_477775919,en_Ray'sBoathouse_477775919:2,A perfect place to take out of town guests any time of the year.,['place'],['RESTAURANT'],['GENERAL'],['positive']
en_ProfessorThom's_478606540,en_ProfessorThom's_478606540:0,"Endless fun, awesome music, great staff!!!","['music', 'staff', 'NULL']","['AMBIENCE', 'SERVICE', 'RESTAURANT']","['GENERAL', 'GENERAL', 'GENERAL']","['positive', 'positive', 'positive']"
en_ProfessorThom's_478606540,en_ProfessorThom's_478606540:1,– By far the best bar in the east village...,['bar'],['RESTAURANT'],['GENERAL'],['positive']
en_ProfessorThom's_478606540,en_ProfessorThom's_478606540:2,I went there with some friends one night to play bingo and watch the sox game and it was a blast!,['NULL'],['RESTAURANT'],['GENERAL'],['positive']
en_ProfessorThom's_478606540,en_ProfessorThom's_478606540:3,"Every time ""0-sixtynine"" is called the bartender buys everyone drinks!",['bartender'],['SERVICE'],['GENERAL'],['positive']
en_ProfessorThom's_478606540,en_ProfessorThom's_478606540:4,Been there lots since and its always a good time.,['NULL'],['RESTAURANT'],['GENERAL'],['positive']
en_ProfessorThom's_478606540,en_ProfessorThom's_478606540:5,Great draft and bottle selection and the pizza rocks.,"['pizza', 'draft and bottle selection']","['FOOD', 'DRINKS']","['QUALITY', 'STYLE_OPTIONS']","['positive', 'positive']"
en_ProfessorThom's_478606540,en_ProfessorThom's_478606540:6,Definitely has one of the best jukebox's i've seen in a long long time.,"[""jukebox's""]",['AMBIENCE'],['GENERAL'],['positive']
en_ProfessorThom's_478606538,en_ProfessorThom's_478606538:0,I FOUND A NEW HOME ON SECOND AVENUE!!!!!!!!!!!!,['NULL'],['RESTAURANT'],['GENERAL'],['positive']
en_ProfessorThom's_478606538,en_ProfessorThom's_478606538:1,– Where can I begin.,[],[],[],[]
en_ProfessorThom's_478606538,en_ProfessorThom's_478606538:2,I can't!!!,[],[],[],[]
en_ProfessorThom's_478606538,en_ProfessorThom's_478606538:3,Just go there and see for yourself.,['NULL'],['RESTAURANT'],['GENERAL'],['positive']
en_ProfessorThom's_478606538,en_ProfessorThom's_478606538:4,"The food is great, the bartenders go that extra mile.","['food', 'bartenders']","['FOOD', 'SERVICE']","['QUALITY', 'GENERAL']","['positive', 'positive']"
en_ProfessorThom's_478606538,en_ProfessorThom's_478606538:5,"You need to watch your game, they will have it on for you.",['NULL'],['SERVICE'],['GENERAL'],['positive']
en_ProfessorThom's_478606538,en_ProfessorThom's_478606538:6,The owners are great fun and the beer selection is worth staying for.,"['owners', 'beer selection']","['SERVICE', 'DRINKS']","['GENERAL', 'STYLE_OPTIONS']","['positive', 'positive']"
en_ProfessorThom's_478606538,en_ProfessorThom's_478606538:7,And the upstairs is a great place to hang out.,['upstairs'],['AMBIENCE'],['GENERAL'],['positive']
en_ProfessorThom's_478606538,en_ProfessorThom's_478606538:8,"Not alot of smoking places left in New York, but I have found my favorite smoking balconey in the city.",['balconey'],['RESTAURANT'],['MISCELLANEOUS'],['positive']
en_ProfessorThom's_478606538,en_ProfessorThom's_478606538:9,Kudos to these guys.,['NULL'],['RESTAURANT'],['GENERAL'],['positive']
en_ProfessorThom's_478606538,en_ProfessorThom's_478606538:10,I found a new home and just moved with a long lease.,['NULL'],['RESTAURANT'],['GENERAL'],['positive']
en_ProfessorThom's_478606538,en_ProfessorThom's_478606538:11,Thank you,[],[],[],[]
en_BlueRibbonSushi_478218520,en_BlueRibbonSushi_478218520:0,Go Beyond the California Rolls... ,[],[],[],[]
en_BlueRibbonSushi_478218520,en_BlueRibbonSushi_478218520:1,The sushi here is delicious!,['sushi'],['FOOD'],['QUALITY'],['positive']
en_BlueRibbonSushi_478218520,en_BlueRibbonSushi_478218520:2,They have a wide variety of fish and they even list which oceans they come from; Atlantic or Pacific.,['fish'],['FOOD'],['STYLE_OPTIONS'],['positive']
en_BlueRibbonSushi_478218520,en_BlueRibbonSushi_478218520:3,"I've had the Jellyfish, Horse Mackerel, Blue Fin Tuna and the Sake Ikura roll among others, and they were all good.","['Jellyfish', 'Horse Mackerel', 'Blue Fin Tuna', 'Sake Ikura roll']","['FOOD', 'FOOD', 'FOOD', 'FOOD']","['QUALITY', 'QUALITY', 'QUALITY', 'QUALITY']","['positive', 'positive', 'positive', 'positive']"
en_BlueRibbonSushi_478218520,en_BlueRibbonSushi_478218520:4,My only negative comment is that I wish the pieces were a little bigger.,['pieces'],['FOOD'],['STYLE_OPTIONS'],['negative']
en_BlueRibbonSushi_478218520,en_BlueRibbonSushi_478218520:5,"The decor is rustic, traditional Japanese.",['decor'],['AMBIENCE'],['GENERAL'],['neutral']
en_BlueRibbonSushi_478218520,en_BlueRibbonSushi_478218520:6,"The crowd is mixed yuppies, young and old.",['crowd'],['RESTAURANT'],['MISCELLANEOUS'],['neutral']
en_BlueRibbonSushi_478218520,en_BlueRibbonSushi_478218520:7,The service was courteous and attentive.,['service'],['SERVICE'],['GENERAL'],['positive']
en_CatalRestaurant__UvaBar_477861889,en_CatalRestaurant__UvaBar_477861889:0,Mediocre food,['food'],['FOOD'],['QUALITY'],['neutral']
en_CatalRestaurant__UvaBar_477861889,en_CatalRestaurant__UvaBar_477861889:1,– We ate on the outside patio area for dinner on a Saturday night.,[],[],[],[]
en_CatalRestaurant__UvaBar_477861889,en_CatalRestaurant__UvaBar_477861889:2,The outside patio area has an abbreviated menu.,['menu'],['FOOD'],['STYLE_OPTIONS'],['neutral']
en_CatalRestaurant__UvaBar_477861889,en_CatalRestaurant__UvaBar_477861889:3,"We ordered the marinated grapes, buffalo style chicken wings, and the turkey sandwich.",[],[],[],[]
en_CatalRestaurant__UvaBar_477861889,en_CatalRestaurant__UvaBar_477861889:4,My g/f and I both agreed the food was very mediocre especially considering the price.,"['food', 'food']","['FOOD', 'FOOD']","['QUALITY', 'PRICES']","['negative', 'negative']"
en_CatalRestaurant__UvaBar_477861889,en_CatalRestaurant__UvaBar_477861889:5,"We are locals, and get the feeling the only way this place survives with such average food is because most customers are probably one-time customer tourists.","['food', 'place']","['FOOD', 'RESTAURANT']","['QUALITY', 'GENERAL']","['negative', 'negative']"
en_CatalRestaurant__UvaBar_477861889,en_CatalRestaurant__UvaBar_477861889:6,Service was decent.,['Service'],['SERVICE'],['GENERAL'],['neutral']
en_CatalRestaurant__UvaBar_477861889,en_CatalRestaurant__UvaBar_477861889:7,Drinks were good.,['Drinks'],['DRINKS'],['QUALITY'],['positive']
en_CatalRestaurant__UvaBar_477861889,en_CatalRestaurant__UvaBar_477861889:8,Unless you are just stopping in for a few drinks I wouldn't recommend going here.,"['drinks', 'NULL']","['DRINKS', 'RESTAURANT']","['QUALITY', 'GENERAL']","['positive', 'negative']"
en_CatalRestaurant__UvaBar_477861889,en_CatalRestaurant__UvaBar_477861889:9,You are likely to be disappointed.,['NULL'],['RESTAURANT'],['GENERAL'],['negative']
en_CatalRestaurant__UvaBar_477861893,en_CatalRestaurant__UvaBar_477861893:0,"Excellent food, nice ambience, fairly expensive","['food', 'ambience', 'NULL']","['FOOD', 'AMBIENCE', 'RESTAURANT']","['QUALITY', 'GENERAL', 'PRICES']","['positive', 'positive', 'negative']"
en_CatalRestaurant__UvaBar_477861893,en_CatalRestaurant__UvaBar_477861893:1,– I loved the pumpkin ravioli and the goat cheese gnocchi (5 big ones to a plate instead of 20 or so little gnocchis) and my sister loved her filet mignon on top of spinach and mashed potatoes.,"['pumpkin ravioli', 'goat cheese gnocchi', 'goat cheese gnocchi', 'filet mignon on top of spinach and mashed potatoes']","['FOOD', 'FOOD', 'FOOD', 'FOOD']","['QUALITY', 'QUALITY', 'STYLE_OPTIONS', 'QUALITY']","['positive', 'positive', 'positive', 'positive']"
en_CatalRestaurant__UvaBar_477861893,en_CatalRestaurant__UvaBar_477861893:2,The ambiance was a peaceful and relaxing break amongst all the kids running around in Downtown Disney.,['ambiance'],['AMBIENCE'],['GENERAL'],['positive']
en_CatalRestaurant__UvaBar_477861893,en_CatalRestaurant__UvaBar_477861893:3,"It was romantic - and even nice even with my sister, reminded me of Italy, and had artwork and music that kept up the feeling of being in a Mediterrean villa.","['NULL', 'artwork', 'music']","['AMBIENCE', 'AMBIENCE', 'AMBIENCE']","['GENERAL', 'GENERAL', 'GENERAL']","['positive', 'positive', 'positive']"
en_CatalRestaurant__UvaBar_477861893,en_CatalRestaurant__UvaBar_477861893:4,I recommend it for a night when you want to splurge! (it was a bit expensive),"['NULL', 'NULL']","['RESTAURANT', 'RESTAURANT']","['GENERAL', 'PRICES']","['positive', 'negative']"
en_India'sGrill_477960693,en_India'sGrill_477960693:0,Best Indian food in L.A.,['Indian food'],['FOOD'],['QUALITY'],['positive']
en_India'sGrill_477960693,en_India'sGrill_477960693:1,"– I've been to over a dozen Indian places in L.A., and this is still my favorite.",[],[],[],[]
en_India'sGrill_477960693,en_India'sGrill_477960693:2,"The best thing is, the prices are also quite reasonable.",['NULL'],['RESTAURANT'],['PRICES'],['positive']
en_India'sGrill_477960693,en_India'sGrill_477960693:3,The chicken curry and chicken tikka masala are my favorite meat dishes.,"['chicken curry', 'chicken tikka masala']","['FOOD', 'FOOD']","['QUALITY', 'QUALITY']","['positive', 'positive']"
en_India'sGrill_477960693,en_India'sGrill_477960693:4,The chana masala (garbanzo beans) are also excellent.,['chana masala (garbanzo beans)'],['FOOD'],['QUALITY'],['positive']
en_India'sGrill_477960693,en_India'sGrill_477960693:5,"It's located in a strip mall near the Beverly Center, not the greatest location, but the food keeps me coming back for more.","['location', 'food']","['LOCATION', 'FOOD']","['GENERAL', 'QUALITY']","['neutral', 'positive']"
en_India'sGrill_477960694,en_India'sGrill_477960694:0,hidden little jem,['NULL'],['RESTAURANT'],['GENERAL'],['positive']
en_India'sGrill_477960694,en_India'sGrill_477960694:1,– tucked away over by the Beverly Center.,['NULL'],['LOCATION'],['GENERAL'],['neutral']
