ReviewId,SentenceId,Sentence,TargetWordList,OpinionCategoryList,OpinionSubcategoryList,OpinionPolarityList
1041457,1041457:1,And I hate to say this but I doubt I'll ever go back. ,['NULL'],['RESTAURANT'],['GENERAL'],['negative']
1041457,1041457:2,"The food is very average...the Thai fusion stuff is a bit too sweet, every thing they serve is too sweet here.","['food', 'Thai fusion stuff', 'NULL']","['FOOD', 'FOOD', 'FOOD']","['QUALITY', 'QUALITY', 'QUALITY']","['negative', 'negative', 'negative']"
1041457,1041457:3,The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.,['Grilled Chicken special with Edamame Puree'],['FOOD'],['QUALITY'],['positive']
1041457,1041457:4,I had never had Edamame pureed before but I thought it was innovative and tasty (could've used a bit more salt).,"['Edamame pureed', 'Edamame pureed']","['FOOD', 'FOOD']","['QUALITY', 'STYLE_OPTIONS']","['positive', 'positive']"
1041457,1041457:5,"Anyways, if you're in the neighborhood to eat good food, I wouldn't waste my time trying to find something, rather go across the street to Tamari.",[],[],[],[]
1041457,1041457:6,"The decor is night tho...but they REALLY need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.","['place', 'decor', 'vent']","['AMBIENCE', 'AMBIENCE', 'AMBIENCE']","['GENERAL', 'GENERAL', 'GENERAL']","['negative', 'positive', 'negative']"
1053543,1053543:0,We ate outside at Haru's Sake bar because Haru's restaurant next door was overflowing.,[],[],[],[]
1053543,1053543:1,What's the difference between the two?,[],[],[],[]
1053543,1053543:2,"Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!","['sake list', 'NULL']","['DRINKS', 'SERVICE']","['STYLE_OPTIONS', 'GENERAL']","['positive', 'positive']"
1053543,1053543:3,"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!","['spicy tuna roll', 'rock shrimp tempura']","['FOOD', 'FOOD']","['QUALITY', 'QUALITY']","['positive', 'positive']"
1053543,1053543:4,We went around 9:30 on a Friday and it had died down a bit by then so the service was great!,['service'],['SERVICE'],['GENERAL'],['positive']
1055910,1055910:0,we love th pink pony.,['pink pony'],['RESTAURANT'],['GENERAL'],['positive']
1055910,1055910:1,THe perfect spot.,['spot'],['RESTAURANT'],['GENERAL'],['positive']
1055910,1055910:2,Food-awesome.,['Food'],['FOOD'],['QUALITY'],['positive']
1055910,1055910:3,Service- friendly and attentive.,['Service'],['SERVICE'],['GENERAL'],['positive']
1055910,1055910:4,Ambiance- relaxed and stylish.,['Ambiance'],['AMBIENCE'],['GENERAL'],['positive']
1055910,1055910:5,"Don't judge this place prima facie, you have to try it to believe it, a home away from home for the literate heart.",['place'],['RESTAURANT'],['GENERAL'],['positive']
1058221,1058221:0,"i have eaten here a handful of times, for no reason besides sheer convenience.",[],[],[],[]
1058221,1058221:1,"(i hang out, and live, in the neighborhood..) ",[],[],[],[]
1058221,1058221:2,the food is decent.,['food'],['FOOD'],['QUALITY'],['neutral']
1058221,1058221:3,"however, it's the service that leaves a bad taste in my mouth.",['service'],['SERVICE'],['GENERAL'],['negative']
1058221,1058221:4,"i happen to have a policy that goes along with a little bit of self-respect, which includes not letting a waiter intimidate me, i.e. make me feel bad asking for trivialities like water, or the check.",['waiter'],['SERVICE'],['GENERAL'],['negative']
1058221,1058221:5,"i know, you were too busy showing off your vintage tee shirt and looking bored, but my agenda is i'm here to eat and enjoy the company of friends, seeking a pleasant experience.",['NULL'],['SERVICE'],['GENERAL'],['negative']
1058221,1058221:6,"well, i didn't find it there, and trust, i have told everyone i can think of about my experience. ",['NULL'],['RESTAURANT'],['GENERAL'],['negative']
1058221,1058221:7,the last time i walked by it looked pretty empty. hmmm.,['NULL'],['RESTAURANT'],['MISCELLANEOUS'],['negative']
1062641,1062641:0,This place has got to be the best japanese restaurant in the new york area.,['place'],['RESTAURANT'],['GENERAL'],['positive']
1062641,1062641:1,I had a great experience.,['NULL'],['RESTAURANT'],['GENERAL'],['positive']
1062641,1062641:2,Food is great.,['Food'],['FOOD'],['QUALITY'],['positive']
1062641,1062641:3,Service is top notch.,['Service'],['SERVICE'],['GENERAL'],['positive']
1062641,1062641:4,I have been going back again and again.,['NULL'],['RESTAURANT'],['GENERAL'],['positive']
1064477,1064477:0,"I tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.",['sea urchin'],['FOOD'],['QUALITY'],['positive']
1064477,1064477:1,"It melted in my little mouth and the perfect consistency-not too fishy, creamy, and slightly buttery.",['NULL'],['FOOD'],['QUALITY'],['positive']
1064477,1064477:2,The sushi seemed pretty fresh and was adequately proportioned.,"['sushi', 'sushi']","['FOOD', 'FOOD']","['QUALITY', 'STYLE_OPTIONS']","['positive', 'positive']"
1064477,1064477:3,The rice to fish ration was also good--they didn't try to overpack the rice.,['rice to fish ration'],['FOOD'],['STYLE_OPTIONS'],['positive']
1064477,1064477:4,We took advanatage of the half price sushi deal on saturday so it was well worth it.,"['half price sushi deal', 'half price sushi deal']","['FOOD', 'FOOD']","['QUALITY', 'PRICES']","['positive', 'positive']"
1074868,1074868:0,I went to this restaurant with a woman that I met recently.,[],[],[],[]
1074868,1074868:1,She lives nearby but had never gone to this establishment thinking that it might be too touristy.,[],[],[],[]
1074868,1074868:2,Surprisingly nothing could be further from the truth.,['NULL'],['RESTAURANT'],['MISCELLANEOUS'],['positive']
1074868,1074868:3,"In the evening, this place attracted a well dressed, with it, NY crowd.",['crowd'],['RESTAURANT'],['MISCELLANEOUS'],['positive']
1074868,1074868:4,The food was well prepared and the service impecable.,"['food', 'service']","['FOOD', 'SERVICE']","['QUALITY', 'GENERAL']","['positive', 'positive']"
1074868,1074868:5,I'm going back.,['NULL'],['RESTAURANT'],['GENERAL'],['positive']
1084394,1084394:0,"Having hunted around for a quiet, romantic, yet not hideously expensive restaurant I stumbled across reviews for La Lanterna and gave it a shot.",[],[],[],[]
1084394,1084394:1,Quite simply it's like stepping out of Manhattan and into a haven of tranquility.,['NULL'],['AMBIENCE'],['GENERAL'],['positive']
1084394,1084394:2,"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.",[],[],[],[]
1084394,1084394:3,The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).,"['Prix Fixe menu', 'Prix Fixe menu', 'Prix Fixe menu']","['FOOD', 'FOOD', 'FOOD']","['QUALITY', 'STYLE_OPTIONS', 'PRICES']","['positive', 'positive', 'positive']"
1084394,1084394:4,I will be going back and heartily recommend it!,['NULL'],['RESTAURANT'],['GENERAL'],['positive']
1086415,1086415:0,"I've had the lunch buffet at Chennai a couple of times, when I have been in the neighborhood.",[],[],[],[]
1086415,1086415:1,"It is terrific, as is the value.","['NULL', 'NULL']","['FOOD', 'FOOD']","['QUALITY', 'PRICES']","['positive', 'positive']"
1086415,1086415:2,"$6 and there is much tasty food, all of it fresh and continually refilled.","['food', 'food', 'food']","['FOOD', 'FOOD', 'FOOD']","['STYLE_OPTIONS', 'QUALITY', 'PRICES']","['positive', 'positive', 'positive']"
1086415,1086415:3,"I am not a vegetarian but, almost all the dishes were great.",['dishes'],['FOOD'],['QUALITY'],['positive']
1086415,1086415:4,"Frankly, when you compare what you can have here for lunch, versus McDs or so many other sandwich shops in the city, there is no comparison.",[],[],[],[]
1086415,1086415:5,Go hungry and enjoy.,['NULL'],['RESTAURANT'],['GENERAL'],['positive']
1086478,1086478:0,"The food here is rather good, but only if you like to wait for it.","['food', 'NULL']","['FOOD', 'SERVICE']","['QUALITY', 'GENERAL']","['positive', 'negative']"
1086478,1086478:1,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.","['somosas', 'chai', 'chole', 'dhosas', 'dhal']","['FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD']","['QUALITY', 'QUALITY', 'QUALITY', 'QUALITY', 'QUALITY']","['positive', 'positive', 'positive', 'negative', 'negative']"
1086478,1086478:2,"The service varys from day to day- sometimes they're very nice, and sometimes not.",['service'],['SERVICE'],['GENERAL'],['negative']
1086478,1086478:3,"The kitchen however, is almost always slow.",['kitchen'],['SERVICE'],['GENERAL'],['negative']
1086478,1086478:4,"Also, specify if you like your food spicy- its rather bland if you don't.",['food'],['FOOD'],['QUALITY'],['negative']
1086478,1086478:5,"The ambience is pretty and nice for conversation, so a casual lunch here would probably be best.","['ambience', 'NULL']","['AMBIENCE', 'RESTAURANT']","['GENERAL', 'MISCELLANEOUS']","['positive', 'positive']"
1090587,1090587:0,Just went here for my girlfriends 23rd bday.,[],[],[],[]
1090587,1090587:1,If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer.,['view'],['LOCATION'],['GENERAL'],['positive']
1090587,1090587:2,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,"['service', 'food', 'food']","['SERVICE', 'FOOD', 'FOOD']","['GENERAL', 'QUALITY', 'PRICES']","['positive', 'positive', 'positive']"
1090587,1090587:3,The lava cake dessert was incredible and I recommend it.,['lava cake dessert'],['FOOD'],['QUALITY'],['positive']
1102681,1102681:0,"Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro.",['Cosette'],['AMBIENCE'],['GENERAL'],['positive']
1102681,1102681:1,"This tiny restaurant is as cozy as it gets, with that certain Parisian flair.",['restaurant'],['AMBIENCE'],['GENERAL'],['positive']
1102681,1102681:2,"The food was average to above-average; the French Onion soup filling yet not overly impressive, and the desserts not brilliant in any way.","['food', 'French Onion soup', 'French Onion soup', 'desserts']","['FOOD', 'FOOD', 'FOOD', 'FOOD']","['QUALITY', 'QUALITY', 'STYLE_OPTIONS', 'QUALITY']","['positive', 'negative', 'positive', 'negative']"
1102681,1102681:3,"However, go for the ambience, and consider the food just a companion for a trip across the world!","['ambience', 'food']","['AMBIENCE', 'FOOD']","['GENERAL', 'QUALITY']","['positive', 'neutral']"
1118167,1118167:0,"I have never eaten in the restaurant, however, upon reading the reviews I got take out last week.",[],[],[],[]
1118167,1118167:1,IT WAS HORRIBLE.,['NULL'],['RESTAURANT'],['GENERAL'],['negative']
1118167,1118167:2,The pizza was delivered cold and the cheese wasn't even fully melted!,"['pizza', 'cheese']","['FOOD', 'FOOD']","['QUALITY', 'QUALITY']","['negative', 'negative']"
1118167,1118167:3,It looked like shredded cheese partly done - still in strips.,['NULL'],['FOOD'],['STYLE_OPTIONS'],['negative']
1118167,1118167:4,I have eaten at many pizza places around NYC and this is hands down the worst.,[],[],[],[]
1119578,1119578:0,This has got to be one of the most overrated restaurants in Brooklyn.,['NULL'],['RESTAURANT'],['GENERAL'],['negative']
1119578,1119578:1,The pizza is overpriced and soggy.,"['pizza', 'pizza']","['FOOD', 'FOOD']","['QUALITY', 'PRICES']","['negative', 'negative']"
1119578,1119578:2,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.","['ingredients', 'pizza', 'crust']","['FOOD', 'FOOD', 'FOOD']","['QUALITY', 'QUALITY', 'QUALITY']","['positive', 'negative', 'negative']"
1119578,1119578:3,"A big disappointment, all around.",['NULL'],['RESTAURANT'],['GENERAL'],['negative']
1123262,1123262:0,I think I've had some the best meals of my life at minnow.,['meals'],['FOOD'],['QUALITY'],['positive']
1123262,1123262:1,"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.","['seafood', 'wine list', 'menu']","['FOOD', 'DRINKS', 'FOOD']","['QUALITY', 'STYLE_OPTIONS', 'STYLE_OPTIONS']","['positive', 'positive', 'positive']"
1123262,1123262:2,The combination of super-fresh ingredients in the dishes are unusual but really delicious.,['ingredients'],['FOOD'],['QUALITY'],['positive']
1123262,1123262:3,Worth the trip from Manhattan.,['NULL'],['RESTAURANT'],['GENERAL'],['positive']
1125006,1125006:0,Was there Friday night.,[],[],[],[]
1125006,1125006:1,Best Pastrami I ever had and great portion without being ridiculous.,"['Pastrami', 'portion']","['FOOD', 'FOOD']","['QUALITY', 'STYLE_OPTIONS']","['positive', 'positive']"
1125006,1125006:2,And I've been to many NYC delis.,[],[],[],[]
1125006,1125006:3,My wife had the fried shrimp which are huge and loved it.,"['fried shrimp', 'fried shrimp']","['FOOD', 'FOOD']","['STYLE_OPTIONS', 'QUALITY']","['positive', 'positive']"
1125006,1125006:4,Price no more than a Jersey deli but way better.,[],[],[],[]
1125284,1125284:0,"As a Japanese native, I've lived in the Tristate area for over 8 years, but I was just so amazed at this place.",['place'],['RESTAURANT'],['GENERAL'],['positive']
1125284,1125284:1,This place is the most Japanese it can ever get.,['place'],['RESTAURANT'],['MISCELLANEOUS'],['positive']
1125284,1125284:2,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.","['signs', 'specials menus', 'food', 'waitstaff']","['RESTAURANT', 'FOOD', 'FOOD', 'SERVICE']","['MISCELLANEOUS', 'STYLE_OPTIONS', 'QUALITY', 'GENERAL']","['positive', 'positive', 'positive', 'positive']"
1125284,1125284:3,This place is worth an one-hour drive.,['place'],['RESTAURANT'],['GENERAL'],['positive']
1125284,1125284:4,"I am so coming back here again, as much as I can.",['NULL'],['RESTAURANT'],['GENERAL'],['positive']
1126814,1126814:0,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.","['Leon', 'Leon', 'specials', 'atmosphere', 'French bistro fare']","['RESTAURANT', 'AMBIENCE', 'FOOD', 'AMBIENCE', 'FOOD']","['GENERAL', 'GENERAL', 'QUALITY', 'GENERAL', 'QUALITY']","['positive', 'positive', 'positive', 'positive', 'positive']"
1126814,1126814:1,"My wife and I always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story.",['staff'],['SERVICE'],['GENERAL'],['positive']
1126814,1126814:2,Sit outside in the warm weather; inside for cozy winter.,[],[],[],[]
1126814,1126814:3,Decent wine at reasonable prices.,"['wine', 'wine']","['DRINKS', 'DRINKS']","['QUALITY', 'PRICES']","['neutral', 'positive']"
1126814,1126814:4,Have been dozens of times and never failed to enjoy the experience.,['NULL'],['RESTAURANT'],['GENERAL'],['positive']
1126814,1126814:5,"Our teenage kids love it, too.",['NULL'],['RESTAURANT'],['GENERAL'],['positive']
1126886,1126886:0,"Everytime I decide to try another place on the UES, I get angry that I didn't just go to Zucchero Pomodori.",['Zucchero Pomodori'],['RESTAURANT'],['GENERAL'],['positive']
1126886,1126886:1,This is by far my favorite place in the neighborhood.,['place'],['RESTAURANT'],['GENERAL'],['positive']
1126886,1126886:2,"The service is excellent, the decor is great, and the food is delicious and comes in large portions.","['service', 'decor', 'food', 'portions']","['SERVICE', 'AMBIENCE', 'FOOD', 'FOOD']","['GENERAL', 'GENERAL', 'QUALITY', 'STYLE_OPTIONS']","['positive', 'positive', 'positive', 'positive']"
1126886,1126886:3,"You'll pay at least double at any other Italian restaurant in the city, and most still don't compare.",[],[],[],[]
1126886,1126886:4,I'm partial to the Gnocchi.,['Gnocchi'],['RESTAURANT'],['GENERAL'],['positive']
1131595,1131595:0,This place is incredibly tiny.,['place'],['RESTAURANT'],['MISCELLANEOUS'],['negative']
1131595,1131595:1,They refuse to seat parties of 3 or more on weekends.,['NULL'],['SERVICE'],['GENERAL'],['negative']
1131595,1131595:2,The hostess is rude to the point of being offensive.,['hostess'],['SERVICE'],['GENERAL'],['negative']
1131595,1131595:3,The food was bland oily.,['food'],['FOOD'],['QUALITY'],['negative']
1131595,1131595:4,I just don't understand all the hype...,['NULL'],['RESTAURANT'],['GENERAL'],['negative']
1138996,1138996:0,We went to Ino for Valentines.,[],[],[],[]
1138996,1138996:1,"We have been to this place many times, and always have great food, wine, and service.","['food', 'wine', 'service']","['FOOD', 'DRINKS', 'SERVICE']","['QUALITY', 'QUALITY', 'GENERAL']","['positive', 'positive', 'positive']"
1138996,1138996:2,"We were worried we would have trouble getting in, but somehow managed to have a short wait.",['wait'],['SERVICE'],['GENERAL'],['positive']
1138996,1138996:3,As always we had a great glass of wine while we waited.,['glass of wine'],['DRINKS'],['QUALITY'],['positive']
1138996,1138996:4,"When we sat, we got great and fast service.",['service'],['SERVICE'],['GENERAL'],['positive']
1138996,1138996:5,The people that work there are always so friendly you forget you are in New York sometimes.,['people'],['SERVICE'],['GENERAL'],['positive']
1138996,1138996:6,Make sure you try this place as often as you can.,['place'],['RESTAURANT'],['GENERAL'],['positive']
1145510,1145510:0,This is a fun restaurant to go to.,['restaurant'],['RESTAURANT'],['GENERAL'],['positive']
1145510,1145510:1,The pizza is yummy and I like the atmoshpere.,"['pizza', 'atmoshpere']","['FOOD', 'AMBIENCE']","['QUALITY', 'GENERAL']","['positive', 'positive']"
1145510,1145510:2,But the pizza is way to expensive.,['pizza'],['FOOD'],['PRICES'],['negative']
1145510,1145510:3,"A large is $20, and toppings are about $3 each.","['NULL', 'toppings']","['FOOD', 'FOOD']","['PRICES', 'PRICES']","['negative', 'negative']"
1147082,1147082:0,I went there for lunch and it was not as good as I expected from the reviews I read.,['lunch'],['FOOD'],['QUALITY'],['negative']
1147082,1147082:1,Sauce was watery and the food didn't have much flavor.,"['Sauce', 'food']","['FOOD', 'FOOD']","['QUALITY', 'QUALITY']","['negative', 'negative']"
1147082,1147082:2,"If you like the food and the value you get from some of Chinatown restaurants, this is not the place for you.",[],[],[],[]
1147082,1147082:3,I don't think I would go again.,['NULL'],['RESTAURANT'],['GENERAL'],['negative']
1147211,1147211:0,This place is great.,['place'],['RESTAURANT'],['GENERAL'],['positive']
1147211,1147211:1,I had a huge group for my birthday and we were well taken care of.,['NULL'],['SERVICE'],['GENERAL'],['positive']
1147211,1147211:2,The waitress was very patient with us and the food is phenomenal!,"['waitress', 'food']","['SERVICE', 'FOOD']","['GENERAL', 'QUALITY']","['positive', 'positive']"
1147211,1147211:3,"Service was prompt, friendly and great.",['Service'],['SERVICE'],['GENERAL'],['positive']
1147211,1147211:4,Slightly on the pricey side but worth it!,"['NULL', 'NULL']","['RESTAURANT', 'RESTAURANT']","['PRICES', 'GENERAL']","['negative', 'positive']"
1153034,1153034:0,Great pizza and fantastic service.,"['pizza', 'service']","['FOOD', 'SERVICE']","['QUALITY', 'GENERAL']","['positive', 'positive']"
1153034,1153034:1,"There was a small wait, but shorter than I expected.",['wait'],['SERVICE'],['GENERAL'],['positive']
1153034,1153034:2,Located at the end of a magnificent block.,['block'],['LOCATION'],['GENERAL'],['positive']
1153034,1153034:3,Very cozy and warm inside.....,['NULL'],['AMBIENCE'],['GENERAL'],['positive']
1153034,1153034:4,I will be back!,['NULL'],['RESTAURANT'],['GENERAL'],['positive']
1154550,1154550:0,This is the best sushi in new york city - hands down.,['sushi'],['FOOD'],['QUALITY'],['positive']
1154550,1154550:1,The place is small and cramped but the food is fantastic.,"['place', 'food']","['AMBIENCE', 'FOOD']","['GENERAL', 'QUALITY']","['negative', 'positive']"
1154550,1154550:2,Get the tuna of gari.,['tuna of gari'],['FOOD'],['QUALITY'],['positive']
1154550,1154550:3,The one on the east side is much better than the one on the west side.,[],[],[],[]
1162037,1162037:0,"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .","['sushi', 'thai food', 'Planet Thailand']","['FOOD', 'FOOD', 'RESTAURANT']","['QUALITY', 'QUALITY', 'GENERAL']","['positive', 'positive', 'positive']"
1162037,1162037:1,"With the great variety on the menu , I eat here often and never get bored .",['menu'],['FOOD'],['STYLE_OPTIONS'],['positive']
1162037,1162037:2,"The atmosphere isn't the greatest , but I suppose that's how they keep the prices down .","['atmosphere', 'NULL']","['AMBIENCE', 'RESTAURANT']","['GENERAL', 'PRICES']","['neutral', 'positive']"
1162037,1162037:3,It's all about the food !!,['food'],['FOOD'],['QUALITY'],['positive']
1167434,1167434:0,I went there with my friend last saturday.,[],[],[],[]
1167434,1167434:1,first it took us a long time to find the place.,['place'],['RESTAURANT'],['MISCELLANEOUS'],['negative']
1167434,1167434:2,"we were tired and cold when we got to the restaurant, then we sat down to begin ordering appetizers.",[],[],[],[]
1167434,1167434:3,"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.",['menu'],['FOOD'],['STYLE_OPTIONS'],['negative']
1167434,1167434:4,then we ordered a dinosaur rolls and white tuna sashimi.,[],[],[],[]
1167434,1167434:5,"those rolls were big, but not good and sashimi wasn't fresh.","['rolls', 'rolls', 'sashimi']","['FOOD', 'FOOD', 'FOOD']","['STYLE_OPTIONS', 'QUALITY', 'QUALITY']","['neutral', 'negative', 'negative']"
1167434,1167434:6,"they were dry and disgusting, i didn't even finish my first piece.",['NULL'],['FOOD'],['QUALITY'],['negative']
1175958,1175958:0,Hurley's is like Cheers where everyone knows your name and they are ACTUALLY glad you came.,['NULL'],['SERVICE'],['GENERAL'],['positive']
1175958,1175958:1,"Try the crunchy tuna, it is to die for.",['crunchy tuna'],['FOOD'],['QUALITY'],['positive']
1175958,1175958:2,"Try everything for that matter, it is all good.",['NULL'],['FOOD'],['QUALITY'],['positive']
1175958,1175958:3,I have been going there since it opened and I can't get enough.,['NULL'],['RESTAURANT'],['GENERAL'],['positive']
1189674,1189674:0,First went here to enjoy their garden terrace.,['garden terrace'],['AMBIENCE'],['GENERAL'],['positive']
1189674,1189674:1,"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.","['food', 'service']","['FOOD', 'SERVICE']","['QUALITY', 'GENERAL']","['positive', 'positive']"
1189674,1189674:2,"The Steak Tartare is a great bet, they fix it for you at the table.",['Steak Tartare'],['FOOD'],['STYLE_OPTIONS'],['positive']
1189674,1189674:3,"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.","['open kitchen', 'restaurant']","['AMBIENCE', 'AMBIENCE']","['GENERAL', 'GENERAL']","['positive', 'negative']"
1189674,1189674:4,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value.","['wine selection', 'Gigondas', 'house champagne']","['DRINKS', 'DRINKS', 'DRINKS']","['STYLE_OPTIONS', 'QUALITY', 'PRICES']","['positive', 'positive', 'positive']"
1189674,1189674:5,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.","['NULL', 'vibe', 'French food']","['AMBIENCE', 'AMBIENCE', 'FOOD']","['GENERAL', 'GENERAL', 'QUALITY']","['neutral', 'positive', 'positive']"
1189674,1189674:6,"Have recommended the place to friends, always gets good response.",['place'],['RESTAURANT'],['MISCELLANEOUS'],['positive']
1199292,1199292:0,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!","['crust', 'pizza']","['FOOD', 'FOOD']","['QUALITY', 'QUALITY']","['positive', 'positive']"
1199292,1199292:1,Veal Parmigana - Better than Patsy's!,[],[],[],[]
1199292,1199292:2,Much more reasonably priced too!,[],[],[],[]
1199292,1199292:3,I take all my NYC guests to VT's.,"[""VT's""]",['RESTAURANT'],['MISCELLANEOUS'],['positive']
1199480,1199480:0,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!","['neighborhood', 'food']","['LOCATION', 'FOOD']","['GENERAL', 'QUALITY']","['positive', 'positive']"
1199480,1199480:1,I've been there three times and have always had wonderful experiences.,['NULL'],['RESTAURANT'],['GENERAL'],['positive']
1199480,1199480:2,I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,"['setting', 'service', 'NULL']","['AMBIENCE', 'SERVICE', 'RESTAURANT']","['GENERAL', 'GENERAL', 'MISCELLANEOUS']","['positive', 'positive', 'positive']"
1205520,1205520:0,I'm not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and I all enjoy Mizu very much... and we're repeat customers.,['Mizu'],['RESTAURANT'],['GENERAL'],['positive']
1205520,1205520:1,Even after they overcharged me the last time I was there.,['NULL'],['SERVICE'],['GENERAL'],['negative']
1205520,1205520:2,Make sure you have the Spicy Scallop roll.. .,['Spicy Scallop roll'],['FOOD'],['QUALITY'],['positive']
1205520,1205520:3,it's delicious!,['NULL'],['FOOD'],['QUALITY'],['positive']
